5.527843,0.0,1.5625
3.6212587,0.265625,46.875
2.6025817,0.5,68.75
1.855266,0.609375,82.8125
1.9017234,0.515625,82.8125
2.1464415,0.46875,76.5625
1.8407563,0.515625,81.25
1.9458275,0.515625,79.6875
1.3111138,0.6875,92.1875
2.1959252,0.515625,76.5625
1.447027,0.671875,90.625
1.3973826,0.640625,87.5
1.2203611,0.6875,90.625
1.7820374,0.578125,79.6875
1.5912179,0.640625,82.8125
1.4733855,0.59375,79.6875
1.1563271,0.75,93.75
1.7462733,0.53125,78.125
1.6700133,0.625,82.8125
1.4181427,0.609375,87.5
1.5260165,0.59375,85.9375
1.0679797,0.703125,90.625
1.6398333,0.59375,84.375
1.2651862,0.6875,85.9375
1.2845387,0.6875,87.5
1.3563942,0.671875,87.5
1.2579516,0.6875,84.375
1.34701,0.71875,85.9375
1.3168067,0.65625,85.9375
1.4238421,0.640625,84.375
1.3801302,0.71875,84.375
1.4134815,0.640625,84.375
1.2400702,0.6875,90.625
1.3161327,0.625,85.9375
1.1168983,0.734375,87.5
1.1125951,0.6875,92.1875
1.4695429,0.609375,82.8125
1.89631,0.46875,84.375
1.2791935,0.65625,87.5
1.0476726,0.6875,93.75
1.2313468,0.65625,92.1875
1.4157487,0.65625,82.8125
1.2947283,0.625,85.9375
1.2198611,0.671875,89.0625
1.3987818,0.65625,85.9375
1.3549677,0.640625,85.9375
1.3361584,0.703125,84.375
1.6609757,0.59375,78.125
1.1300819,0.734375,90.625
0.6766352,0.796875,98.4375
1.2665447,0.640625,87.5
1.2360457,0.671875,84.375
1.2798738,0.671875,93.75
1.1608698,0.75,89.0625
1.3229876,0.671875,85.9375
1.1715211,0.734375,93.75
1.5342292,0.625,84.375
1.0180912,0.75,89.0625
1.2170919,0.703125,89.0625
1.1318572,0.734375,89.0625
1.646901,0.59375,81.25
1.2584661,0.65625,90.625
1.0122472,0.671875,92.1875
